"id","listing_url","name","description","picture_url","zip_code","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","number_of_reviews","overall_rating","host_id","host_url","host_name","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_identity_verified","host_total_listings_count"
1069136845661772416,"https://www.airbnb.com/rooms/879836215286505596","5BD House - Sleeps 15! Large Groups Welcome","Welcome to our spacious and inviting 5-bedroom house in Pflugerville! Located just 13 miles from downtown Austin, this expansive home is the perfect choice for large groups or families looking for a comfortable stay. With ample sleeping arrangements and thoughtful amenities, it can accommodate up to 15 guests, ensuring everyone has a restful night's sleep.<br /><br />We love our long term renters. Feel free to inquire about how we can accommodate your company's or family's budget!","https://a0.muscache.com/pictures/miso/Hosting-879836215286505596/original/ab03c38b-883d-4ec6-bdfb-f3be75b879f1.jpeg",78753,30.4119632644745,-97.6517417977507,"Entire home/apt",15,2.5,5,11,465,3,7,4.57,512237133,"https://www.airbnb.com/users/show/512237133","Jony","2023-04-28","within an hour",100,91,0,1,1
19473894,"https://www.airbnb.com/rooms/30691704","Lake Travis Waterfront Retreat With Dock","Experience Panoramic views from this newly remodeled waterfront home on the main basin of Lake Travis. The home is across from Windy Point with views of the iconic Oasis Restaurant. Just steps away is a boat dock with shared swim platform. Guest house on property, above garage that can be rented separately or combined with main house.","https://a0.muscache.com/pictures/5f43c91d-2ad1-45d6-aff3-969631fbec8f.jpg",78734,30.4068,-97.91411,"Entire home/apt",6,3,3,3,879,2,45,4.91,272967180,"https://www.airbnb.com/users/show/272967180","Jen","2019-07-02","N/A",NA,NA,0,1,3
23061634,"https://www.airbnb.com/rooms/48732777","Free Parking, Walk to DT | The Outpost by Portoro","The Outpost sits in a quiet neighborhood against the backdrop of the vibrant South Congress  scene. Just one block away, you’ll find the best restaurants, music venues, and shopping in Austin! This newly built beauty is clean and comfortable. You’ll have plenty of room in the modern kitchen to enjoy cooking and socializing the family and friends. Great WIFI throughout the entire house. Includes a work station, large patio, private parking, and laundry room.","https://a0.muscache.com/pictures/miso/Hosting-48732777/original/3bbad280-d89a-4ad4-8769-192d1dc493ef.jpeg",78704,30.24481,-97.75408,"Entire home/apt",6,2.5,2,2,95,2,105,4.94,18253226,"https://www.airbnb.com/users/show/18253226","Portoro","2014-07-17","N/A",NA,NA,1,1,76
50132622,"https://www.airbnb.com/rooms/1124740315901338525","Private Room w/TV - Walk to UT Football & Mueller!","Highly sought after private bedroom in peaceful home in central Austin. Shared bathroom includes a clawfoot tub!<br /><br />1 mile to UT Austin, 1 mile to Mueller restaurants, 1 mile to Dell Children's Hospital, 2 miles to downtown Austin.<br /><br />This quiet space is available for a female, COVID conscious traveler only. Home is occupied by 3 gorgeous cats. Space is clean, but will have cat hair!<br /><br />Space does not include the use of the closet.<br /><br />Check-in: Strictly 6pm or later.<br /><br />Check-out: No later than 10am.","https://a0.muscache.com/pictures/miso/Hosting-1124740315901338525/original/6973ec78-9526-41d2-acd1-8de1748fbe63.jpeg",78722,30.2910213,-97.7143243,"Private room",1,0.5,1,1,60,1,0,NA,168390292,"https://www.airbnb.com/users/show/168390292","Maria","2018-01-17","within an hour",100,79,1,1,6
844959293264278912,"https://www.airbnb.com/rooms/37016541","Peaceful 2BR Condo 1 King/1 Queen Near All w/Pool","Location, Location, Location really is everything at our cozy 2 bedroom, 1 King Size Bed /1 Queen; 1.5 bath condo minutes from dwntwn. This quiet community is walking distance to great restaurants, cafes, bars, shopping,- offers Central AC, Streaming channels- Netflix, Amazon Prime.  Coffee, Green Tea, Creamer, Coffee Maker, Bottled Water; Patio; NEW washer/dryer in unit ; Pool; Parking on site. No parties; No pets. Early Check-in/Late Check-out when possible.","https://a0.muscache.com/pictures/ec1ee078-3dee-4010-bf1e-f5d980c58c95.jpg",78704,30.23672,-97.78368,"Entire home/apt",4,1.5,2,2,113,2,202,4.88,278303559,"https://www.airbnb.com/users/show/278303559","Ellen","2019-07-22","within an hour",100,100,1,0,1
844959440493704192,"https://www.airbnb.com/rooms/573375410498974601","Entire Home - Minutes from Downtown Austin","BOULDIN CREEK - 5 minutes from all of Austin's most popular neighborhoods (South Congress, Downtown, Barton Springs, South Lamar).<br /><br />Walk/bike to the river from a beautiful and safe neighborhood in the heart of Austin.<br /><br />Longer term stays available upon request","https://a0.muscache.com/pictures/miso/Hosting-573375410498974601/original/57c5925e-c355-4608-b87b-51c7117616e1.jpeg",78704,30.247700849427,-97.7617768614388,"Entire home/apt",5,2.5,2,2,199,3,25,5,30704845,"https://www.airbnb.com/users/show/30704845","Wilhelmina","2015-04-06","within an hour",100,95,1,1,2
589931052393968128,"https://www.airbnb.com/rooms/853724178236492734","Peaceful home","Keep it simple at this peaceful and centrally-located place.","https://a0.muscache.com/pictures/miso/Hosting-52268701/original/f2c8216b-bcab-4384-a439-762c4524055c.jpeg",78748,30.1827260937639,-97.7982395158879,"Private room",2,1,1,0,350,1,0,NA,2462475,"https://www.airbnb.com/users/show/2462475","Janessa","2012-05-25","within an hour",100,75,0,1,7
681608799137735680,"https://www.airbnb.com/rooms/1126177652505693356","Cozy Art Chalet Haven","Dive into the heart of East Austin with our chic retreat as your base. Surrounded by the city's finest - think buzzing restaurants, cool breweries, and eclectic art galleries. Sip crafted drinks at trendy bars, or take a leisurely stroll by Lady Byrd Lake. Here, every step is an adventure, easily explored on two feet or two wheels. Our place? A stylish sanctuary where comfort meets quirky, ensuring your Austin experience is nothing short of extraordinary. Welcome home!.","https://a0.muscache.com/pictures/miso/Hosting-1105982475452481820/original/45892de2-2fb7-4030-924a-5b5472d280a7.png",78702,30.25729,-97.71061,"Private room",2,1,1,0,52,1,2,5,231866454,"https://www.airbnb.com/users/show/231866454","Ender","2018-12-21","within an hour",100,97,0,1,3
8499809,"https://www.airbnb.com/rooms/963665387165366181","Beautiful 1BR in Riverside - 10mins Airport","Please click on -show more- and read the description of the listing PRIOR to making the reservation. DONT BOOK WITHOUT READING","https://a0.muscache.com/pictures/prohost-api/Hosting-963665387165366181/original/ad3876ec-5d81-418d-833c-3a5e3f41e867.jpeg",78741,30.23554,-97.72448,"Entire home/apt",3,1,1,2,68,1,24,4.63,274552333,"https://www.airbnb.com/users/show/274552333","Evonify","2019-07-08","within an hour",100,98,0,1,188
36795547,"https://www.airbnb.com/rooms/1142019183942042157","Austin Area Vacation Rental w/ Deck + Gas Grill!","Experience the thrill of staying at this gorgeous 2-bedroom, 1-bathroom Austin vacation rental nestled in the serene landscapes of Texas! Enjoy unparalleled views of the Wild Basin Wilderness Preserve from the deck as you sip a steaming cup of coffee in the morning. Then, head to Austin to explore attractions like the Museum of the Weird and the Austin Nature & Science Center. After a fun day, return to this pet-friendly townhome to fire up the gas grill and dine al fresco as the sun sets!","https://a0.muscache.com/pictures/prohost-api/Hosting-1142019183942042157/original/254974af-5d62-471a-8d6e-6f7c7228ce97.jpeg",78746,30.30878,-97.79683,"Entire home/apt",4,1,2,2,170,2,0,NA,456475914,"https://www.airbnb.com/users/show/456475914","Evolve","2022-04-28","within an hour",100,99,0,0,1560
11294317,"https://www.airbnb.com/rooms/3154788","perfect south lamar suite! 78704","Stay in Austin's favorite zip code, 78704, conveniently located right near downtown & by Austin's best outdoor activities, concert venues, cafes, restaurants and bars. Spacious, light-filled room in lovingly remodeled/hip/handcrafted artist's home.  ","https://a0.muscache.com/pictures/40216527/b8e7d75e_original.jpg",78704,30.23888,-97.77393,"Private room",2,1,1,1,105,30,4,4.25,175669,"https://www.airbnb.com/users/show/175669","Rachel","2010-07-21","within a day",100,0,0,1,5
39702506,"https://www.airbnb.com/rooms/1079675379590822266","2BR centrally located retreat with sunny patio, AC","","https://a0.muscache.com/pictures/prohost-api/Hosting-1079675379590822266/original/9dfe6a85-ef77-4fc3-a814-52ed5971c2ae.jpeg",78704,30.2238125485853,-97.7641282554533,"Entire home/apt",4,1.5,2,2,178,2,3,4.33,109638288,"https://www.airbnb.com/users/show/109638288","Vacasa Texas","2017-01-03","within an hour",100,100,0,1,427
873083007270536576,"https://www.airbnb.com/rooms/39056933","Zen Mini-Glamping  in my backyard-South Austin","Back yard mini-glamping  is a place to sleep outside and close to my wolfdogs(who have there own private area). Great place to relax and just chill or a safe place to go out in Austin and play and have bed to sleep in. Being outside in the fresh air is good for your soul and getting back to a hint of nature.","https://a0.muscache.com/pictures/miso/Hosting-39056933/original/fb916d92-962b-47b4-9938-7f682087b748.jpeg",78744,30.18005,-97.75093,"Private room",2,1,1,1,58,1,29,4.79,23,"https://www.airbnb.com/users/show/23","Charlene","2008-03-03","within a few hours",100,46,0,1,3
51884516,"https://www.airbnb.com/rooms/989828496304940790","Yellow Rose Bungalow","Prepare to spread out and relax with the use of the entire 1,300 sq ft home and large screened-in porch, offering privacy or plenty of room to gather.<br /><br />With super fast fiber WiFi, you can reliably connect from anywhere in the house. Work from home or kick back and stream on the 55” TV with the provided Chromecast device using your accounts.<br /><br />When you’re ready to explore, there are lots of options within close proximity, including local neighborhood cafes, coffee spots and vintage shops.","https://a0.muscache.com/pictures/miso/Hosting-989828496304940790/original/56908a92-9876-4842-8ee6-4b76ef452bd6.jpeg",78756,30.331315638672,-97.7369374142498,"Entire home/apt",4,2,2,2,225,2,12,5,3688036,"https://www.airbnb.com/users/show/3688036","Miranda","2012-09-27","within an hour",100,96,1,1,2
1158843300445661440,"https://www.airbnb.com/rooms/568054967583337207","Spacious South Lamar 2bd/2ba. Walk to everything.","In this spacious 2 bedroom 2 bathroom townhouse in the heart of South Lamar, you'll be close to everything South Austin has to offer. Less than 5 minutes walking to the Broken Spoke, Matt's El Rancho, Torchy's Tacos, and much more! This newly renovated unit is equipped with everything you'll need for the perfect Austin getaway.<br /><br />Covered parking (max 2 cars in driveway)<br /><br />Driving distance to:<br />Downtown: 9 mins<br />Airport: 11 mins<br />Zilker Park/Barton Springs: 6 mins<br /><br />No Pets, No Parties.","https://a0.muscache.com/pictures/airflow/Hosting-568054967583337207/original/3edc31f4-af80-40fe-8803-16d746cc53e7.jpg",78704,30.23946,-97.78381,"Entire home/apt",5,2,2,2,151,2,63,4.98,168795614,"https://www.airbnb.com/users/show/168795614","Nikki","2018-01-19","N/A",NA,NA,0,1,1
684122614566756480,"https://www.airbnb.com/rooms/984305480925662711","Centrally located Modern Unit","Enjoy a stylish experience at this centrally-located place.<br /><br />Brand new construction<br /><br />1 bedroom 1300 sqft 1.5 bath in stand alone building w/ private entrance & One car garage<br /><br />No shared spaces<br /><br />Designated parking spot inside the gated property.<br /><br />8min to to Dell Childrens ,<br />10 min to UT Austin,<br />12min to Austin Airport,<br />10min to Downtown Austin!!","https://a0.muscache.com/pictures/miso/Hosting-984305480925662711/original/73bdb8c5-c603-46f7-8ae3-4386cca00366.jpeg",78752,30.33373,-97.69967,"Entire home/apt",2,1.5,1,1,169,1,2,5,80147344,"https://www.airbnb.com/users/show/80147344","Michelle","2016-06-27","within a day",100,30,0,1,3
666768,"https://www.airbnb.com/rooms/52269200","Cute Domain Flat with bars & food outside","Enjoy a stylish experience at this centrally-located place. Incredible domain location! Pool, gym, easy parking, bars/restaurants/shopping at your doorstep, fast wifi, etc","https://a0.muscache.com/pictures/f1306c83-5778-493f-a938-ed12feb95c1e.jpg",78758,30.40436,-97.71968,"Entire home/apt",2,1,0,0,86,8,56,4.7,413747912,"https://www.airbnb.com/users/show/413747912","Ira","2021-07-18","within an hour",100,100,1,1,19
5492366,"https://www.airbnb.com/rooms/52427472","Large East Austin Home | Walkable | Near Downtown","Great for large groups wanting to all stay together in this 2 story downtown trendy East Austin craftsman style home.  Bachelor and Bachelorette groups love us!<br /><br />You will enjoy easy access to EVERYTHING from this centrally located bungalow.  Walk, scooter or bike to local coffee shops, restaurants, breweries, Rainey St, 6th St, the Convention Center, the Hike and Bike trail and much more!","https://a0.muscache.com/pictures/prohost-api/Hosting-52427472/original/7f6da9ae-1fd5-40c5-8502-0815e92260eb.jpeg",78702,30.25918,-97.73005,"Entire home/apt",12,3,5,8,446,2,70,4.99,421844,"https://www.airbnb.com/users/show/421844","Jonathan","2011-03-04","within an hour",100,95,1,1,2
805054943734854400,"https://www.airbnb.com/rooms/914476923884286763","Group Getaway! Four Units, Pool, Pet-friendly!","Stay in the heart of downtown Austin and enjoy the city's vibrant culture and entertainment. Walk to iconic attractions like Sixth Street, Rainey Street, Lady Bird Lake, Zilker Park, Paramount Theatre, and the Texas Capitol. Hop on a metro station nearby and discover more of what The Live Music Capital of the World has to offer. Relax in a spacious room or suite with modern amenities and stunning views. Experience the charm and elegance of this historic landmark hotel.","https://a0.muscache.com/pictures/prohost-api/Hosting-914476923884286763/original/95cb74a9-60b1-4238-979a-200dc4d6cf45.jpeg",78701,30.26831,-97.74083,"Private room",16,4,4,8,800,1,0,NA,501999514,"https://www.airbnb.com/users/show/501999514","RoomPicks","2023-02-20","within an hour",93,99,0,1,4216
1008021718096732416,"https://www.airbnb.com/rooms/5521345","Chic downtown 6th St. Condo","Impeccably clean, well appointed condo in the heart of downtown Austin on E 6th! Convenient walk to the convention center, Whole Foods, Target, Austin's best restaurants, music venues and nightlife!  High quality bedding & towels with amenities of a luxury hotel.  All this combined with the personal touch of a thoughtful host, make this your ideal home away from home for work or vacation.","https://a0.muscache.com/pictures/1f559a55-6184-46a2-9c3c-8805089d04c9.jpg",78702,30.26578,-97.73351,"Entire home/apt",4,1,1,2,135,2,485,4.91,28627278,"https://www.airbnb.com/users/show/28627278","Sue","2015-03-02","within an hour",100,100,0,1,10
14979866,"https://www.airbnb.com/rooms/615775903963567610","Nice place to be 1 bedroom condo with amenities","Keep it simple at this peaceful and centrally-located place.","https://a0.muscache.com/pictures/miso/Hosting-615775903963567610/original/8d57fc95-d97d-4da3-8299-a6e7f16055d1.jpeg",78759,30.37815,-97.73929,"Entire home/apt",2,1,1,1,70,30,2,5,379349318,"https://www.airbnb.com/users/show/379349318","Graciela","2020-12-10","within a day",100,100,0,0,1
23548316,"https://www.airbnb.com/rooms/51192572","Quiet Property w/Gym,  Office, & Conference Room","NO Lake Access due to drought. Nestled in a quiet cove, this house offers a peaceful retreat for your next getaway or business workshop. Relax at the lounge on one of the four balconies, or watch the sunset down at the fire pit. Inside, enjoy the two living rooms or venture up the spiral stairs to the crow’s nest for a panoramic view. If you need to get some work done, take your pick between a dedicated office or the conference room with multiple whiteboards.","https://a0.muscache.com/pictures/miso/Hosting-51192572/original/5d5ce8dd-077b-4dab-8893-b8542eac1bbd.jpeg",78734,30.38181,-97.95754,"Entire home/apt",10,3,3,5,695,3,28,5,3906599,"https://www.airbnb.com/users/show/3906599","Ryan","2012-10-18","N/A",NA,NA,0,1,1
1109348960904533888,"https://www.airbnb.com/rooms/17481150","Beautiful Travis Heights condo.  Walk to SoCo.","Newly renovated Travis Heights condo right by Stacy Park. Sleeps 4.  (queen bed, double sleeper sofa, queen air mattress)  Easy 5 minute walk to South Congress and all of the action, but so secluded, you feel like your are in the country.  Beautifully landscaped outdoor area with pool, grill, decks.  One assigned parking space available.","https://a0.muscache.com/pictures/64d4620f-3631-495d-8eb9-5fbfaa3787a8.jpg",78704,30.24777,-97.74559,"Entire home/apt",4,1,1,1,125,30,27,4.89,6449794,"https://www.airbnb.com/users/show/6449794","Sarah","2013-05-18","N/A",NA,0,0,0,1
863317024881184896,"https://www.airbnb.com/rooms/900365799478240505","Canyon Oasis: Poolside Paradise | Spectacular View","15min to Downtown Austin: Kick back and relax in this stylish space surrounded by serene beauty. Enjoy the outdoor oasis with a pool, hot tub, and two fire pits. Dine al fresco on the two deck areas or in the screened-in outdoor eating area. Inside, find a spacious living area with a large TV and a fully equipped kitchen. This recently remodeled haven has been completely updated. Explore Austin's outdoor adventures, nightlife, and cultural experiences easily from this ideal location.","https://a0.muscache.com/pictures/miso/Hosting-900365799478240505/original/431dd51b-4bc3-4cee-988c-a8b24bb9a91a.jpeg",78746,30.32032,-97.79714,"Entire home/apt",6,2.5,3,3,432,2,5,5,458329554,"https://www.airbnb.com/users/show/458329554","Jennifer","2022-05-09","within an hour",100,94,0,1,3
52955123,"https://www.airbnb.com/rooms/1089123265799522978","1 BR condo in prime location","Located in Clarksville, this condo is perfectly situated in the heart of Austin. The neighborhood itself is charming with lots of character. You are just a short walk to many amazing restaurants, bars, yoga studios, 6th street, Seaholm, and a mile away from Town Lake. The place is cozy with a simplistic and classy vibe. This is an amazing option if you want to be in an accessible location to see all that Austin has to offer!","https://a0.muscache.com/pictures/hosting/Hosting-1089123265799522978/original/a733403c-2a35-49ce-950b-0a29bb2d43b3.jpeg",78703,30.2755256280156,-97.7547940064911,"Entire home/apt",3,1,1,0,108,1,8,5,48264182,"https://www.airbnb.com/users/show/48264182","Courtney","2015-11-05","within an hour",100,83,0,1,2
855782784648139904,"https://www.airbnb.com/rooms/20654452","Lake Travis Lakeside Modern Retreat","Have water & Power-Lake Travis Lakeside bungalow with modern finish out, huge screened in porch, high quality amenities and South Shore Lake Travis access.","https://a0.muscache.com/pictures/11312150-c9da-492a-818e-cb483e9a2c0e.jpg",78734,30.37955,-97.95797,"Entire home/apt",2,1,1,1,165,2,52,4.79,59384080,"https://www.airbnb.com/users/show/59384080","Andrea","2016-02-18","within a day",100,57,0,1,2
706526504782288128,"https://www.airbnb.com/rooms/652864803127508783","City Living in a Nature Preserve","*6 month min w/ signed lease* per HOA<br />Available: July 15<br /><br />Amazing condo in a private GREEN BELT, overlooking the Balcones Canyonland Preserve. (17 min to downtown, 22 min to AUS Airport). Serene home with only bird voices amidst the trees. Soaring ceilings & natural light. Stone countertops, designer fixtures. 2-car garage and gym area. Pool & grill area for private parties with magnificent views of the Austin skyline. This is a boutique neighborhood for urban amenities in a private setting.","https://a0.muscache.com/pictures/miso/Hosting-652864803127508783/original/9f042095-7b80-4eb5-bd01-6e0808cc86da.jpeg",78750,30.3804273079002,-97.8037561810687,"Entire home/apt",4,2.5,2,2,110,7,0,NA,319599756,"https://www.airbnb.com/users/show/319599756","Hannah","2019-12-21","within a few hours",100,0,0,1,1
1146654242578684032,"https://www.airbnb.com/rooms/1136135940307572851","Tree House at UT Walk to Moody","WALK to UT SWIMMING CENTER! RARE-FIND 2BR 3BD historical treehouse oasis on UT campus! WALK to UT Tower, Moody, Bass Music Hall, Zach Theatre, DKR football stadium, St Davis, Dell Children's Hospital. House is facing a river and endless greens. Pick up tennis at the court w/ rackets on site. Hotel standard beds provide you a good night sleep. Mins to HEB, Benu coffee, Thai kitchen, Chef Hong, Black BBQ, Este, SourDuck. 4 mins to DT. 3 beds sleeps up to 5. Antique collections throughout.","https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTEzNjEzNTk0MDMwNzU3Mjg1MQ%3D%3D/original/33d8f914-8a0d-4c23-b815-6433a6b3ed0f.jpeg",78705,30.2880479423126,-97.7287400449524,"Entire home/apt",5,1,2,3,102,1,10,4.8,39662652,"https://www.airbnb.com/users/show/39662652","Austin Homes","2015-07-27","within an hour",100,85,0,1,13
14074230,"https://www.airbnb.com/rooms/53625668","Cheerful 3 Cottage cluster, 3 bth, 3 kitch, 5 beds","Relax with the whole family at this peaceful place to stay. Perfect for groups traveling together but wanting your own space. 3 separate cottages with their own kitchens, bathrooms, living areas and entrances, but they share communal outdoor stone courtyard area with a grill, dining table and chairs, grass, trees, visiting deer and fireflies. Close to Dripping Springs wedding venues, vineyards and wine tours, but close to town also - the best of both worlds! Country charm with shops and dining","https://a0.muscache.com/pictures/d036db6d-6f9e-43fe-9bde-bd9258a7e881.jpg",78737,30.21444,-97.98409,"Entire home/apt",10,3,3,2,293,2,1,5,76672218,"https://www.airbnb.com/users/show/76672218","Megan","2016-06-09","within an hour",100,99,1,1,7
736997706091137792,"https://www.airbnb.com/rooms/760735059248695956","Quaint 3BR Dog Friendly | Deck | Firepit | W/D","","https://a0.muscache.com/pictures/prohost-api/Hosting-760735059248695956/original/b5c384fe-bc0a-4933-835e-09372a8ec8e8.jpeg",78757,30.34405,-97.73303,"Entire home/apt",6,2,3,3,203,1,7,4.43,112304425,"https://www.airbnb.com/users/show/112304425","Vacasa Texas","2017-01-19","within an hour",100,99,0,1,904
1150715351977097856,"https://www.airbnb.com/rooms/15632001","HQ Austin (Lic. #2018046696)","South Austin home in quiet neighborhood, 2 blocks from South Congress, with easy access to many restaurants and bars. 7 minutes down Congress and you're in the heart of SoCo with many bars and restaurants all in walking distance.  Come take a stroll or a bike ride on the scenic hike and bike trail. 15 minutes to Austin-Bergstrom. My place is great for couples, solo adventurers or business travelers who want to mix business with exciting downtown Austin.  RATES ALREADY INCLUDE CITY HOTEL TAXES.","https://a0.muscache.com/pictures/miso/Hosting-15632001/original/bb6a307f-90ee-4e33-93f2-80d1c93c3053.jpeg",78745,30.18884,-97.78428,"Entire home/apt",4,2,3,3,249,3,28,5,100341183,"https://www.airbnb.com/users/show/100341183","Steve","2016-10-19","N/A",NA,100,0,1,1
685526072540174848,"https://www.airbnb.com/rooms/981262405658995112","Your Search Has Ended! /\ Private + Heated Pool","Curious about what makes Austin so weirdly wonderful? Live like a local and find out for yourself at our brand new, 5 bedroom row home in north Austin just 10 minutes from downtown Austin and the airport. This is the ideal space for group and business travelers looking for a comfortable space to sleep, collaborate, stay together and enjoy each other while still being just a quick Uber or Lyft to downtown.","https://a0.muscache.com/pictures/prohost-api/Hosting-981262405658995112/original/0304e25a-e8b0-4801-bb3d-f196d179a6e1.jpeg",78723,30.32024,-97.68432,"Entire home/apt",16,3,5,8,79,1,79,4.97,534388950,"https://www.airbnb.com/users/show/534388950","Jason","2023-08-28","within an hour",100,99,1,1,11
640759429987897088,"https://www.airbnb.com/rooms/40980490","Classic Austin Charm | SOCO Bungalow |","Located in one of the oldest and best neighborhoods around:  SOCO/Travis Heights.  Location cannot be beat.  Nestled in peaceful Travis Heights yet an easy walk to all restaurants/cafés/live music/shopping on SOCO and S. 1st.  In the other direction, Blunn Creek Greenbelt Trail and the Stacy Pools/play ground.  All that within walking distance!!  <br /><br />Fast wifi, Samsung Frame TV, self check-in, spacious backyard, fire pit,  AND blackout shades in the bedrooms.   <br /><br />No pets. <br />30 day min.","https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NDA5ODA0OTA%3D/original/7f3cef5b-c2ef-400d-bdb3-e32fd79f8d21.jpeg",78704,30.24692,-97.74871,"Entire home/apt",4,1,2,2,142,30,16,5,52421414,"https://www.airbnb.com/users/show/52421414","Rodney","2015-12-27","within an hour",100,96,1,1,2
979771283033081984,"https://www.airbnb.com/rooms/969090225060567467","Cool Pool | Killer Digs | Group Travel | Book Now","Curious about what makes Austin so weirdly wonderful? Live like a local and find out for yourself at our brand new, 5 bedroom row home in north Austin just 10 minutes from downtown Austin and the airport. This is the ideal space for group and business travelers looking for a comfortable space to sleep, collaborate, stay together and enjoy each other while still being just a quick Uber or Lyft to downtown.","https://a0.muscache.com/pictures/prohost-api/Hosting-969090225060567467/original/ea458fee-d342-464f-aa5e-7e4f9fb1aa67.jpeg",78723,30.31784,-97.68264,"Entire home/apt",16,3,5,8,79,1,50,4.94,534388950,"https://www.airbnb.com/users/show/534388950","Jason","2023-08-28","within an hour",100,99,1,1,11
27675990,"https://www.airbnb.com/rooms/1130475622972248566","Spacious Ranch-Style House","The whole group will be comfortable in this spacious and unique space. Large fenced in back-yard. Open social space with tv room, pool table, kegerator (for an extra fee), dining area and bar seating. 4 Bedrooms and 2 full baths - sleeps up to 8. Located 10 minutes from: downtown, the airport, Austin rodeo, and 15 minutes from the Domain and Austin FC in East Austin.<br /><br />Final touches are currently being added and more pictures will be posted within the week!","https://a0.muscache.com/pictures/miso/Hosting-1130475622972248566/original/56608947-25e2-47af-97b3-a79f43522054.jpeg",78723,30.2872303,-97.6756253,"Entire home/apt",8,2,4,0,133,1,6,4.83,269509360,"https://www.airbnb.com/users/show/269509360","Carissa","2019-06-18","within an hour",100,98,0,1,2
44243866,"https://www.airbnb.com/rooms/52757625","McConaughey Mansion 6th Street — 5 min Drive","Ah, you must be one of those people big on camping, right? Totally joking, I mean, you're literally looking at an Airbnb listing located in the middle of the city.... but yes, there is a fire pit. Hellooo fireside chats, s'mores, and all of the bonding with none of the sleeping on the ground. Hell yeah. Riddle me this; does nature have a WiFi, and convenient access to the best bars and restaurants in town? Didn't think so. Bring it on, nature!!","https://a0.muscache.com/pictures/prohost-api/Hosting-52757625/original/26015740-60fe-498e-a45d-f0be5b03c03d.jpeg",78721,30.27647,-97.69282,"Entire home/apt",16,2.5,3,10,210,1,79,4.77,293556347,"https://www.airbnb.com/users/show/293556347","UrbanStay","2019-09-09","within an hour",100,99,1,1,38
23039068,"https://www.airbnb.com/rooms/1050839915917099191","Beautiful 2BD/2BA in University Hills 9918","Please click on -show more- and read the description of the listing PRIOR to making the reservation. DONT BOOK WITHOUT READING","https://a0.muscache.com/pictures/miso/Hosting-1050839915917099191/original/40cbed6c-2c94-4424-8805-c6efb1bd18f2.jpeg",78752,30.3232835008698,-97.6805287230207,"Entire home/apt",5,2,2,3,69,1,21,4.76,274552333,"https://www.airbnb.com/users/show/274552333","Evonify","2019-07-08","within an hour",100,98,0,1,188
866750903411620736,"https://www.airbnb.com/rooms/925204269917360315","Luxury South Austin Urban Oasis","Welcome to our modern 3 bedroom house, nestled in the heart of South Austin! Our home blends comfort with convenience, offering a perfect base for families, friends, or business travelers wanting to explore the vibrant Austin culture.<br /><br />Situated near South Congress and South 1st, our home puts you within easy reach of Austin's famous eateries, boutiques, and entertainment venues. Whether you're in the mood for live music, eclectic shopping, or food, you'll find it just a short drive away.","https://a0.muscache.com/pictures/miso/Hosting-925204269917360315/original/6af9e57a-e5e3-4c27-83fe-3ba21588fef1.jpeg",78745,30.2230979880648,-97.7831687281579,"Entire home/apt",6,2.5,3,0,194,3,29,5,29063143,"https://www.airbnb.com/users/show/29063143","Quin","2015-03-09","within an hour",100,84,1,1,1
1107607324792171136,"https://www.airbnb.com/rooms/790113773553304028","Gorgeous Gem 3Bed/3Bath 7min to DT - Sleeps 12!","Relax with the family or friends in spacious and cozy centrally located 1600sq ft townhome in Austin! Just a short trip 7 minute trip to downtown, shopping and restaurants. <br /><br />> 3 bedrooms w/ 6 mattresses<br />> 2 king, 1 queen, 1 full & 2 twin beds<br />> Smart TV in living room and ALL bedrooms<br />> Full kitchen w/ dinning room<br />> 1 car garage<br />> outside private yard/patio with patio furniture <br />> 3 bathrooms, one with shower/tub & one with shower<br />> Pets allowed (with fee)<br />> SAFE location<br />> Close to downtown","https://a0.muscache.com/pictures/miso/Hosting-790113773553304028/original/0320656e-016c-418f-b5e9-c43cf43ba184.jpeg",78704,30.2297890293545,-97.7868191205214,"Entire home/apt",12,2.5,3,5,174,2,44,4.98,50421597,"https://www.airbnb.com/users/show/50421597","Dan","2015-12-03","within an hour",100,99,1,1,17
782616702537553792,"https://www.airbnb.com/rooms/685588042037146793","Clarksville Gem! Near Deep Eddy + Downtown","Welcome to your ideal Austin getaway! Perfectly suited for family gatherings and celebrations, our home offers a prime location for University of Texas events, downtown nightlife, Deep Eddy, + F1. Nestled in a vibrant neighborhood, our home provides a comfortable and convenient base for exploring all that Austin has to offer during summer vacations and beyond.  Includes a dedicated office for work and a lovely backyard with heritage trees and a BBQ setup.","https://a0.muscache.com/pictures/prohost-api/Hosting-685588042037146793/original/8e4a849b-4061-4ece-b571-175d2fa17537.jpeg",78703,30.2782840705886,-97.7651739259112,"Entire home/apt",8,3,4,4,274,1,81,4.78,53224343,"https://www.airbnb.com/users/show/53224343","Taylor","2016-01-03","within an hour",98,99,1,1,25
